"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Seychelles","SYC","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.6","2.7","2.6","2.6","2.6","2.6","2.8","2.6","3.2","3.8","4.7","5","4.7","4.5","3.9","3.4","3","2.7","2.5","2.5","2.5","2.5","",
"Syrian Arab Republic","SYR","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.7","7.3","6.9","6.5","6.2","6","5.8","5.5","5.2","5.2","5.9","7.1","8.2","9.1","10.8","13.4","17.6","21.8","26.4","29.6","32.2","34","",
"Turks and Caicos Islands","TCA","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chad","TCD","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38.4","37.2","37.7","36.1","34.6","32.2","30","28.1","26.2","25.1","23.8","23.3","23.7","25.1","25.8","26.1","26.6","28","29.7","31.8","33.6","35.1","",
"East Asia & Pacific (IDA & IBRD countries)","TEA","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.1444912734289","12.530615507037","11.7086287806512","10.9941794853723","10.1837395704517","9.26180820010321","8.20311857184482","7.1391551636164","6.0731440300447","5.46328703657582","5.10856808889785","4.834119097289","4.56244110252039","4.40944703174651","4.18129979449148","3.98954257566728","3.77981764995304","3.66756430174172","3.63160732664522","3.64513227453686","3.71528853059802","3.77865282364357","",
"Europe & Central Asia (IDA & IBRD countries)","TEC","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.8559028430339","5.63335746447221","5.42304593645446","5.04614901615557","4.66902381679959","4.20899752458724","3.86101923991154","3.60046328597108","3.40218248085986","3.2377321085745","3.12036553497991","3.0421037175962","2.99647352048355","2.95021586020548","2.9010181644282","2.85921239547982","2.82003448946716","2.80333850162682","2.8609798984023","2.91842381775691","3.02047854722137","3.0360211069337","",
"Togo","TGO","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31.5","31.4","30.1","28.4","27","25.7","24.3","22.8","21.2","20.3","20","19.9","19.6","20.1","20.2","20.7","20.5","19.9","18.3","16","14.1","12.8","",
"Thailand","THA","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.4","16.5","15.2","13.9","12.1","10.8","10.3","10.8","10.4","10.1","9.2","9.1","8.5","7.9","7.4","7.3","7.3","7","6.4","6.1","5.8","5.6","",
"Tajikistan","TJK","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40.1","41","41.4","40.2","38.1","35.4","32.6","29.9","27.3","24.9","23","21.9","20.6","18.8","16.3","14.2","12.4","10.6","9.9","9.4","9.5","8.7","",
"Turkmenistan","TKM","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.4","5.9","5.1","4.5","4.2","4","4","4","4.3","4.5","4.6","4.5","4","3.5","3.3","3.3","3.4","3.5","3.6","3.8","3.9","4.1","",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.5441638778519","10.2873311253039","10.058316314304","9.54384556494478","9.0866883826714","8.55013768890595","8.03673128331202","7.64789630787521","7.0663490236632","6.55124469241679","5.99455393475886","5.71352970466446","5.45052382768064","5.31108728849571","5.58088075967645","5.84555308546589","6.17293545928542","6.09232982230032","6.18740597949765","6.47368303602081","6.81856145142668","6.68017414055869","",
"Timor-Leste","TLS","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42.4","37","33","31.7","30.7","29.7","28.7","28.8","24.3","19.6","14.5","13.7","12.9","12.3","12.2","12.4","13.2","13.4","14.5","15.4","16","15.9","",
"Middle East & North Africa (IDA & IBRD countries)","TMN","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.24415732679511","8.26306933833087","8.26141237551791","8.25034488414489","8.14854746061105","8.02056383721846","7.87740377129019","7.67321049337708","7.55132828451714","7.83785071818166","8.09245177606623","8.40269812571233","8.4161481711873","8.85465549201433","9.54552324616468","10.1870506350512","10.6870406808053","10.7868586114165","10.948221991863","11.1070567501828","11.6939744269503","12.3738180112446","",
"Tonga","TON","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"South Asia (IDA & IBRD)","TSA","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.7638916276418","19.8971832974242","20.8670949631546","20.8886473442517","20.2114257023636","18.3235644046578","16.3837686364328","15.3576416173731","15.1929542644017","14.8004946878582","14.4264669389925","13.8045913313606","13.2101014369086","12.8176292560634","12.3704803801172","11.7199141582602","10.8495050259498","10.674379355004","11.8616057528396","13.4260609865561","14.4965908133041","14.5431024712128","",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.9092598420456","25.3759221992648","24.8427698592389","23.9847019433358","22.8416308634794","21.8050558619499","20.9139043329228","20.2246887196621","19.2562600038501","18.5311430273208","17.9559748644875","17.8345061052662","17.4705746567571","17.6947521583689","18.1734570117779","18.5962604748145","18.9720742737313","19.1887350775071","19.9681298956106","20.7564533789429","21.629612443949","22.1400336092608","",
"Trinidad and Tobago","TTO","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.6","10.1","10.7","11.2","10.8","10.3","9.8","9.4","9","8.1","7.2","6.6","6.5","6.6","6.8","6.8","6.9","7","9.1","11.2","12.8","12.6","",
"Tunisia","TUN","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.1","4.2","4.2","4.1","4","4","3.8","3.6","3.6","3.7","3.8","3.6","3.5","3.3","3.2","3.1","3","2.7","2.8","3.2","3.4","3.2","",
"Turkiye","TUR","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.9","4.3","4.6","4.5","3.8","2.9","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","",
"Tuvalu","TUV","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Tanzania","TZA","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32.6","33.4","32","31.4","28.4","26.9","25.8","25","24.7","24.1","23.3","22.2","21.7","21.7","21.9","22.5","23.3","23.6","23.7","23.5","23.9","23.8","",
"Uganda","UGA","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21","19.3","18.2","18","18.6","19.1","19.4","19.7","19.7","20.4","21.1","22.4","24.4","27.9","33.3","37.5","38.9","38.4","37.3","37.1","36.8","36.9","",
"Ukraine","UKR","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.6","3","3.7","4.3","5.3","5.8","",
"Upper middle income","UMC","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.3160074814357","9.91585095013019","9.37638327486115","8.84101328947635","8.21632698865604","7.52424595880737","6.79015457955305","6.04474792221546","5.23814734183923","4.75960302631986","4.48364173008415","4.27124864639812","4.05904293649285","3.97464490414075","3.88806724481167","3.83884445694505","3.78030287242685","3.7591802173405","3.80377780731918","3.87172925351539","4.02318795308858","4.04444171717923","",
"Uruguay","URY","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.2","2.9","2.9","2.8","2.7","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","",
"United States","USA","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","",
"Uzbekistan","UZB","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18","19.3","18.8","16.6","14.2","11.1","8.5","6.4","4.8","3.6","2.7","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","",
"St. Vincent and the Grenadines","VCT","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.8","12.2","9.8","9","8.2","7.5","7","6.6","6.3","6","5.7","5.5","5.3","5.1","5.2","5.2","5.5","5.6","5.9","6.1","5.8","4.8","",
"Venezuela, RB","VEN","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.1","14.2","13.8","9.3","7.8","6.5","4.4","2.6","2.5","2.5","2.5","2.5","2.5","3.8","11.1","17.2","23.4","23.2","23.9","22.2","20","17.6","",
"British Virgin Islands","VGB","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Virgin Islands (U.S.)","VIR","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Viet Nam","VNM","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.5","17.7","16.1","15.4","15.3","15","13.9","12.7","11.4","10.5","9.3","8.8","8.3","8.2","7.8","7.5","7","6.6","6","5.5","5.2","5.2","",
"Vanuatu","VUT","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.9","6.9","6.9","6.8","6.8","6.4","6.1","5.9","6.1","6.4","7","7.5","7.5","7.4","7.4","7.4","7.4","7.5","7.8","8","8.1","7.9","",
"World","WLD","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13","13","12.9","12.6","12","11.2","10.3","9.6","9.1","8.7","8.3","8","7.7","7.6","7.5","7.5","7.3","7.3","7.8","8.3","8.9","9.1","",
"Samoa","WSM","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.1","3.1","2.9","2.8","2.8","3.2","3.4","3.5","3.6","4.1","4.3","4.3","4","4.2","4.5","5","4.8","4.7","4.5","4.4","5.1","5.4","",
"Kosovo","XKX","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Yemen, Rep.","YEM","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.4","25.3","25.7","26","25.5","24.4","23.8","23.7","22.2","24.2","25.2","28.1","28.5","32.4","38.1","41.3","42","40.2","38.4","36.7","36.9","39.5","",
"South Africa","ZAF","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.7","3.6","3.6","3.4","3.4","3.5","3.6","3.6","4.1","4.6","5.1","5.2","5.5","6.3","6.5","6.3","5.7","5.7","6.2","6.9","7.7","8.1","",
"Zambia","ZMB","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50.1","50.3","50.2","49.6","49.1","47.9","46.6","45.4","44.1","42.7","41.2","39.6","37.7","36","34","32.3","30.8","30.5","31.2","32.9","34.4","35.4","",
"Zimbabwe","ZWE","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32.8","31.9","31.5","30.7","29.6","28.8","28","27.2","26.6","26.2","25.6","25.5","27.4","30.4","33","35.5","36.7","38.7","39.4","39.5","38.9","38.1","",
